0000000991,scans,0000000052,DataLength
0000000001,00:00:01,0000001452,   49.40,         0
0000000001,00:00:01,0000001452,   49.50,         0
0000000001,00:00:01,0000001452,   49.60,         0
0000000001,00:00:01,0000001452,   49.70,         0
0000000001,00:00:01,0000001452,   49.80,         0
0000000001,00:00:01,0000001452,   49.90,         0
0000000001,00:00:01,0000001452,   50.00,         0
0000000001,00:00:01,0000001452,   50.10,         0
0000000001,00:00:01,0000001452,   50.20,         0
0000000001,00:00:01,0000001452,   50.30,         0
0000000001,00:00:01,0000001452,   50.40,         0
0000000001,00:00:01,0000001452,   50.50,         0
0000000001,00:00:01,0000001452,   50.60,         0
0000000001,00:00:01,0000001452,   50.70,         0
0000000001,00:00:01,0000001452,   50.80,         0
0000000001,00:00:01,0000001452,   50.90,         0
0000000001,00:00:01,0000001452,   51.00,         0
0000000001,00:00:01,0000001452,   51.10,         0
0000000001,00:00:01,0000001452,   51.20,         0
0000000001,00:00:01,0000001452,   51.30,         0
0000000001,00:00:01,0000001452,   51.40,         0
0000000001,00:00:01,0000001452,   51.50,         0
0000000001,00:00:01,0000001452,   51.60,         0
0000000001,00:00:01,0000001452,   51.70,         0
0000000001,00:00:01,0000001452,   51.80,         0
0000000001,00:00:01,0000001452,   51.90,         0
0000000001,00:00:01,0000001452,   52.00,         0
0000000001,00:00:01,0000001452,   52.10,         0
0000000001,00:00:01,0000001452,   52.20,         0
0000000001,00:00:01,0000001452,   52.30,         0
0000000001,00:00:01,0000001452,   52.40,         0
0000000001,00:00:01,0000001452,   52.50,         0
0000000001,00:00:01,0000001452,   52.60,         0
0000000001,00:00:01,0000001452,   52.70,         0
0000000001,00:00:01,0000001452,   52.80,         0
0000000001,00:00:01,0000001452,   52.90,         0
0000000001,00:00:01,0000001452,   53.00,         0
0000000001,00:00:01,0000001452,   53.10,         0
0000000001,00:00:01,0000001452,   53.20,         0
0000000001,00:00:01,0000001452,   53.30,         0
0000000001,00:00:01,0000001452,   53.40,         0
0000000001,00:00:01,0000001452,   53.50,         0
0000000001,00:00:01,0000001452,   53.60,         0
0000000001,00:00:01,0000001452,   53.70,         0
0000000001,00:00:01,0000001452,   53.80,         0
0000000001,00:00:01,0000001452,   53.90,      1000
0000000001,00:00:01,0000001452,   54.00,      1000
0000000001,00:00:01,0000001452,   54.10,      1000
0000000001,00:00:01,0000001452,   54.20,      2000
0000000001,00:00:01,0000001452,   54.30,         0
0000000001,00:00:01,0000001452,   54.40,      1000
0000000001,00:00:01,0000001452,   54.50,         0
0000000001,00:00:01,0000001452,   54.60,         0
0000000001,00:00:01,0000001452,   54.70,         0
0000000001,00:00:01,0000001452,   54.80,         0
0000000001,00:00:01,0000001452,   54.90,         0
0000000001,00:00:01,0000001452,   55.00,      1000
0000000001,00:00:01,0000001452,   55.10,         0
0000000001,00:00:01,0000001452,   55.20,      1000
0000000001,00:00:01,0000001452,   55.30,      1000
0000000001,00:00:01,0000001452,   55.40,         0
0000000001,00:00:01,0000001452,   55.50,         0
0000000001,00:00:01,0000001452,   55.60,      9000
0000000001,00:00:01,0000001452,   55.70,     70000
0000000001,00:00:01,0000001452,   55.80,     78000
0000000001,00:00:01,0000001452,   55.90,    136000
0000000001,00:00:01,0000001452,   56.00,    130000
0000000001,00:00:01,0000001452,   56.10,    136000
0000000001,00:00:01,0000001452,   56.20,    154000
0000000001,00:00:01,0000001452,   56.30,    154000
0000000001,00:00:01,0000001452,   56.40,    131000
0000000001,00:00:01,0000001452,   56.50,      4000
0000000001,00:00:01,0000001452,   56.60,      4000
0000000001,00:00:01,0000001452,   56.70,     11000
0000000001,00:00:01,0000001452,   56.80,     29000
0000000001,00:00:01,0000001452,   56.90,     27000
0000000001,00:00:01,0000001452,   57.00,     43000
0000000001,00:00:01,0000001452,   57.10,     54000
0000000001,00:00:01,0000001452,   57.20,     61000
0000000001,00:00:01,0000001452,   57.30,     56000
0000000001,00:00:01,0000001452,   57.40,     62000
0000000001,00:00:01,0000001452,   57.50,         0
0000000001,00:00:01,0000001452,   57.60,         0
0000000001,00:00:01,0000001452,   57.70,      2000
0000000001,00:00:01,0000001452,   57.80,      1000
0000000001,00:00:01,0000001452,   57.90,      3000
0000000001,00:00:01,0000001452,   58.00,      1000
0000000001,00:00:01,0000001452,   58.10,      1000
0000000001,00:00:01,0000001452,   58.20,      4000
0000000001,00:00:01,0000001452,   58.30,      2000
0000000001,00:00:01,0000001452,   58.40,      1000
0000000001,00:00:01,0000001452,   58.50,         0
0000000001,00:00:01,0000001452,   58.60,         0
0000000001,00:00:01,0000001452,   58.70,         0
0000000001,00:00:01,0000001452,   58.80,         0
0000000001,00:00:01,0000001452,   58.90,         0
0000000001,00:00:01,0000001452,   59.00,         0
0000000001,00:00:01,0000001452,   59.10,         0
0000000001,00:00:01,0000001452,   59.20,         0
0000000001,00:00:01,0000001452,   59.30,         0
0000000001,00:00:01,0000001452,   59.40,         0
0000000001,00:00:01,0000001452,   59.50,         0
0000000001,00:00:01,0000001452,   59.60,         0
0000000001,00:00:01,0000001452,   59.70,         0
0000000001,00:00:01,0000001452,   59.80,         0
0000000001,00:00:01,0000001452,   59.90,         0
0000000001,00:00:01,0000001452,   60.00,         0
0000000001,00:00:01,0000001452,   60.10,         0
0000000001,00:00:01,0000001452,   60.20,         0
0000000001,00:00:01,0000001452,   60.30,         0
0000000001,00:00:01,0000001452,   60.40,         0
0000000001,00:00:01,0000001452,   60.50,         0
0000000001,00:00:01,0000001452,   60.60,         0
0000000001,00:00:01,0000001452,   60.70,         0
0000000001,00:00:01,0000001452,   60.80,         0
0000000001,00:00:01,0000001452,   60.90,         0
0000000001,00:00:01,0000001452,   61.00,         0
0000000001,00:00:01,0000001452,   61.10,         0
0000000001,00:00:01,0000001452,   61.20,         0
0000000001,00:00:01,0000001452,   61.30,         0
0000000001,00:00:01,0000001452,   61.40,         0
0000000001,00:00:01,0000001452,   61.50,         0
0000000001,00:00:01,0000001452,   61.60,         0
0000000001,00:00:01,0000001452,   61.70,         0
0000000001,00:00:01,0000001452,   61.80,         0
0000000001,00:00:01,0000001452,   61.90,         0
0000000001,00:00:01,0000001452,   62.00,         0
0000000001,00:00:01,0000001452,   62.10,         0
0000000001,00:00:01,0000001452,   62.20,         0
0000000001,00:00:01,0000001452,   62.30,         0
0000000001,00:00:01,0000001452,   62.40,         0
0000000001,00:00:01,0000001452,   62.50,         0
0000000001,00:00:01,0000001452,   62.60,         0
0000000001,00:00:01,0000001452,   62.70,         0
0000000001,00:00:01,0000001452,   62.80,         0
0000000001,00:00:01,0000001452,   62.90,         0
0000000001,00:00:01,0000001452,   63.00,         0
0000000001,00:00:01,0000001452,   63.10,         0
0000000001,00:00:01,0000001452,   63.20,         0
0000000001,00:00:01,0000001452,   63.30,         0
0000000001,00:00:01,0000001452,   63.40,         0
0000000001,00:00:01,0000001452,   63.50,         0
0000000001,00:00:01,0000001452,   63.60,         0
0000000001,00:00:01,0000001452,   63.70,         0
0000000001,00:00:01,0000001452,   63.80,         0
0000000001,00:00:01,0000001452,   63.90,         0
0000000001,00:00:01,0000001452,   64.00,         0
0000000001,00:00:01,0000001452,   64.10,         0
0000000001,00:00:01,0000001452,   64.20,         0
0000000001,00:00:01,0000001452,   64.30,         0
0000000001,00:00:01,0000001452,   64.40,         0
0000000001,00:00:01,0000001452,   64.50,         0
0000000001,00:00:01,0000001452,   64.60,         0
0000000001,00:00:01,0000001452,   64.70,         0
0000000001,00:00:01,0000001452,   64.80,         0
0000000001,00:00:01,0000001452,   64.90,         0
0000000001,00:00:01,0000001452,   65.00,         0
0000000001,00:00:01,0000001452,   65.10,         0
0000000001,00:00:01,0000001452,   65.20,         0
0000000001,00:00:01,0000001452,   65.30,         0
0000000001,00:00:01,0000001452,   65.40,         0
0000000001,00:00:01,0000001452,   65.50,         0
0000000001,00:00:01,0000001452,   65.60,         0
0000000001,00:00:01,0000001452,   65.70,         0
0000000001,00:00:01,0000001452,   65.80,         0
0000000001,00:00:01,0000001452,   65.90,         0
0000000001,00:00:01,0000001452,   66.00,         0
0000000001,00:00:01,0000001452,   66.10,         0
0000000001,00:00:01,0000001452,   66.20,         0
0000000001,00:00:01,0000001452,   66.30,         0
0000000001,00:00:01,0000001452,   66.40,         0
0000000001,00:00:01,0000001452,   66.50,         0
0000000001,00:00:01,0000001452,   66.60,         0
0000000001,00:00:01,0000001452,   66.70,         0
0000000001,00:00:01,0000001452,   66.80,         0
0000000001,00:00:01,0000001452,   66.90,         0
0000000001,00:00:01,0000001452,   67.00,         0
0000000001,00:00:01,0000001452,   67.10,         0
0000000001,00:00:01,0000001452,   67.20,         0
0000000001,00:00:01,0000001452,   67.30,         0
0000000001,00:00:01,0000001452,   67.40,         0
0000000001,00:00:01,0000001452,   67.50,         0
0000000001,00:00:01,0000001452,   67.60,         0
0000000001,00:00:01,0000001452,   67.70,         0
0000000001,00:00:01,0000001452,   67.80,         0
0000000001,00:00:01,0000001452,   67.90,         0
0000000001,00:00:01,0000001452,   68.00,      1000
0000000001,00:00:01,0000001452,   68.10,         0
0000000001,00:00:01,0000001452,   68.20,         0
0000000001,00:00:01,0000001452,   68.30,         0
0000000001,00:00:01,0000001452,   68.40,         0
0000000001,00:00:01,0000001452,   68.50,         0
0000000001,00:00:01,0000001452,   68.60,         0
0000000001,00:00:01,0000001452,   68.70,         0
0000000001,00:00:01,0000001452,   68.80,         0
0000000001,00:00:01,0000001452,   68.90,         0
0000000001,00:00:01,0000001452,   69.00,         0
0000000001,00:00:01,0000001452,   69.10,         0
0000000001,00:00:01,0000001452,   69.20,         0
0000000001,00:00:01,0000001452,   69.30,         0
0000000001,00:00:01,0000001452,   69.40,         0
0000000001,00:00:01,0000001452,   69.50,         0
0000000001,00:00:01,0000001452,   69.60,         0
0000000001,00:00:01,0000001452,   69.70,         0
0000000001,00:00:01,0000001452,   69.80,         0
0000000001,00:00:01,0000001452,   69.90,         0
0000000001,00:00:01,0000001452,   70.00,         0
0000000001,00:00:01,0000001452,   70.10,         0
0000000001,00:00:01,0000001452,   70.20,         0
0000000001,00:00:01,0000001452,   70.30,         0
0000000001,00:00:01,0000001452,   70.40,         0
0000000001,00:00:01,0000001452,   70.50,         0
0000000001,00:00:01,0000001452,   70.60,         0
0000000001,00:00:01,0000001452,   70.70,         0
0000000001,00:00:01,0000001452,   70.80,         0
0000000001,00:00:01,0000001452,   70.90,         0
0000000001,00:00:01,0000001452,   71.00,         0
0000000001,00:00:01,0000001452,   71.10,         0
0000000001,00:00:01,0000001452,   71.20,         0
0000000001,00:00:01,0000001452,   71.30,         0
0000000001,00:00:01,0000001452,   71.40,         0
0000000001,00:00:01,0000001452,   71.50,         0
0000000001,00:00:01,0000001452,   71.60,         0
0000000001,00:00:01,0000001452,   71.70,         0
0000000001,00:00:01,0000001452,   71.80,         0
0000000001,00:00:01,0000001452,   71.90,         0
0000000001,00:00:01,0000001452,   72.00,         0
0000000001,00:00:01,0000001452,   72.10,         0
0000000001,00:00:01,0000001452,   72.20,         0
0000000001,00:00:01,0000001452,   72.30,         0
0000000001,00:00:01,0000001452,   72.40,         0
0000000001,00:00:01,0000001452,   72.50,         0
0000000001,00:00:01,0000001452,   72.60,         0
0000000001,00:00:01,0000001452,   72.70,         0
0000000001,00:00:01,0000001452,   72.80,         0
0000000001,00:00:01,0000001452,   72.90,         0
0000000001,00:00:01,0000001452,   73.00,         0
0000000001,00:00:01,0000001452,   73.10,         0
0000000001,00:00:01,0000001452,   73.20,         0
0000000001,00:00:01,0000001452,   73.30,         0
0000000001,00:00:01,0000001452,   73.40,         0
0000000001,00:00:01,0000001452,   73.50,         0
0000000001,00:00:01,0000001452,   73.60,         0
0000000001,00:00:01,0000001452,   73.70,         0
0000000001,00:00:01,0000001452,   73.80,         0
0000000001,00:00:01,0000001452,   73.90,         0
0000000001,00:00:01,0000001452,   74.00,         0
0000000001,00:00:01,0000001452,   74.10,         0
0000000001,00:00:01,0000001452,   74.20,         0
0000000001,00:00:01,0000001452,   74.30,         0
0000000001,00:00:01,0000001452,   74.40,         0
0000000001,00:00:01,0000001452,   74.50,         0
0000000001,00:00:01,0000001452,   74.60,         0
0000000001,00:00:01,0000001452,   74.70,         0
0000000001,00:00:01,0000001452,   74.80,         0
0000000001,00:00:01,0000001452,   74.90,         0
0000000001,00:00:01,0000001452,   75.00,         0
0000000001,00:00:01,0000001452,   75.10,         0
0000000001,00:00:01,0000001452,   75.20,         0
0000000001,00:00:01,0000001452,   75.30,         0
0000000001,00:00:01,0000001452,   75.40,         0
0000000001,00:00:01,0000001452,   75.50,         0
0000000001,00:00:01,0000001452,   75.60,         0
0000000001,00:00:01,0000001452,   75.70,         0
0000000001,00:00:01,0000001452,   75.80,         0
0000000001,00:00:01,0000001452,   75.90,         0
0000000001,00:00:01,0000001452,   76.00,         0
0000000001,00:00:01,0000001452,   76.10,         0
0000000001,00:00:01,0000001452,   76.20,         0
0000000001,00:00:01,0000001452,   76.30,         0
0000000001,00:00:01,0000001452,   76.40,         0
0000000001,00:00:01,0000001452,   76.50,         0
0000000001,00:00:01,0000001452,   76.60,         0
0000000001,00:00:01,0000001452,   76.70,         0
0000000001,00:00:01,0000001452,   76.80,         0
0000000001,00:00:01,0000001452,   76.90,         0
0000000001,00:00:01,0000001452,   77.00,         0
0000000001,00:00:01,0000001452,   77.10,         0
0000000001,00:00:01,0000001452,   77.20,         0
0000000001,00:00:01,0000001452,   77.30,         0
0000000001,00:00:01,0000001452,   77.40,         0
0000000001,00:00:01,0000001452,   77.50,         0
0000000001,00:00:01,0000001452,   77.60,         0
0000000001,00:00:01,0000001452,   77.70,         0
0000000001,00:00:01,0000001452,   77.80,         0
0000000001,00:00:01,0000001452,   77.90,         0
0000000001,00:00:01,0000001452,   78.00,         0
0000000001,00:00:01,0000001452,   78.10,         0
0000000001,00:00:01,0000001452,   78.20,         0
0000000001,00:00:01,0000001452,   78.30,         0
0000000001,00:00:01,0000001452,   78.40,         0
0000000001,00:00:01,0000001452,   78.50,         0
0000000001,00:00:01,0000001452,   78.60,         0
0000000001,00:00:01,0000001452,   78.70,         0
0000000001,00:00:01,0000001452,   78.80,         0
0000000001,00:00:01,0000001452,   78.90,         0
0000000001,00:00:01,0000001452,   79.00,         0
0000000001,00:00:01,0000001452,   79.10,         0
0000000001,00:00:01,0000001452,   79.20,         0
0000000001,00:00:01,0000001452,   79.30,         0
0000000001,00:00:01,0000001452,   79.40,         0
0000000001,00:00:01,0000001452,   79.50,         0
0000000001,00:00:01,0000001452,   79.60,         0
0000000001,00:00:01,0000001452,   79.70,         0
0000000001,00:00:01,0000001452,   79.80,         0
0000000001,00:00:01,0000001452,   79.90,         0
0000000001,00:00:01,0000001452,   80.00,         0
0000000001,00:00:01,0000001452,   80.10,         0
0000000001,00:00:01,0000001452,   80.20,         0
0000000001,00:00:01,0000001452,   80.30,         0
0000000001,00:00:01,0000001452,   80.40,         0
0000000001,00:00:01,0000001452,   80.50,         0
0000000001,00:00:01,0000001452,   80.60,         0
0000000001,00:00:01,0000001452,   80.70,         0
0000000001,00:00:01,0000001452,   80.80,         0
0000000001,00:00:01,0000001452,   80.90,         0
0000000001,00:00:01,0000001452,   81.00,         0
0000000001,00:00:01,0000001452,   81.10,         0
0000000001,00:00:01,0000001452,   81.20,         0
0000000001,00:00:01,0000001452,   81.30,         0
0000000001,00:00:01,0000001452,   81.40,         0
0000000001,00:00:01,0000001452,   81.50,         0
0000000001,00:00:01,0000001452,   81.60,         0
0000000001,00:00:01,0000001452,   81.70,         0
0000000001,00:00:01,0000001452,   81.80,         0
0000000001,00:00:01,0000001452,   81.90,         0
0000000001,00:00:01,0000001452,   82.00,         0
0000000001,00:00:01,0000001452,   82.10,         0
0000000001,00:00:01,0000001452,   82.20,         0
0000000001,00:00:01,0000001452,   82.30,         0
0000000001,00:00:01,0000001452,   82.40,         0
0000000001,00:00:01,0000001452,   82.50,         0
0000000001,00:00:01,0000001452,   82.60,         0
0000000001,00:00:01,0000001452,   82.70,         0
0000000001,00:00:01,0000001452,   82.80,         0
0000000001,00:00:01,0000001452,   82.90,         0
0000000001,00:00:01,0000001452,   83.00,         0
0000000001,00:00:01,0000001452,   83.10,         0
0000000001,00:00:01,0000001452,   83.20,         0
0000000001,00:00:01,0000001452,   83.30,         0
0000000001,00:00:01,0000001452,   83.40,         0
0000000001,00:00:01,0000001452,   83.50,         0
0000000001,00:00:01,0000001452,   83.60,         0
0000000001,00:00:01,0000001452,   83.70,         0
0000000001,00:00:01,0000001452,   83.80,         0
0000000001,00:00:01,0000001452,   83.90,         0
0000000001,00:00:01,0000001452,   84.00,         0
0000000001,00:00:01,0000001452,   84.10,         0
0000000001,00:00:01,0000001452,   84.20,         0
0000000001,00:00:01,0000001452,   84.30,         0
0000000001,00:00:01,0000001452,   84.40,         0
0000000001,00:00:01,0000001452,   84.50,         0
0000000001,00:00:01,0000001452,   84.60,         0
0000000001,00:00:01,0000001452,   84.70,         0
0000000001,00:00:01,0000001452,   84.80,         0
0000000001,00:00:01,0000001452,   84.90,         0
0000000001,00:00:01,0000001452,   85.00,         0
0000000001,00:00:01,0000001452,   85.10,         0
0000000001,00:00:01,0000001452,   85.20,         0
0000000001,00:00:01,0000001452,   85.30,         0
0000000001,00:00:01,0000001452,   85.40,         0
0000000001,00:00:01,0000001452,   85.50,         0
0000000001,00:00:01,0000001452,   85.60,         0
0000000001,00:00:01,0000001452,   85.70,         0
0000000001,00:00:01,0000001452,   85.80,         0
0000000001,00:00:01,0000001452,   85.90,         0
0000000001,00:00:01,0000001452,   86.00,         0
0000000001,00:00:01,0000001452,   86.10,         0
0000000001,00:00:01,0000001452,   86.20,         0
0000000001,00:00:01,0000001452,   86.30,         0
0000000001,00:00:01,0000001452,   86.40,         0
0000000001,00:00:01,0000001452,   86.50,         0
0000000001,00:00:01,0000001452,   86.60,         0
0000000001,00:00:01,0000001452,   86.70,         0
0000000001,00:00:01,0000001452,   86.80,         0
0000000001,00:00:01,0000001452,   86.90,         0
0000000001,00:00:01,0000001452,   87.00,         0
0000000001,00:00:01,0000001452,   87.10,         0
0000000001,00:00:01,0000001452,   87.20,         0
0000000001,00:00:01,0000001452,   87.30,         0
0000000001,00:00:01,0000001452,   87.40,         0
0000000001,00:00:01,0000001452,   87.50,         0
0000000001,00:00:01,0000001452,   87.60,         0
0000000001,00:00:01,0000001452,   87.70,         0
0000000001,00:00:01,0000001452,   87.80,         0
0000000001,00:00:01,0000001452,   87.90,         0
0000000001,00:00:01,0000001452,   88.00,         0
0000000001,00:00:01,0000001452,   88.10,         0
0000000001,00:00:01,0000001452,   88.20,         0
0000000001,00:00:01,0000001452,   88.30,         0
0000000001,00:00:01,0000001452,   88.40,         0
0000000001,00:00:01,0000001452,   88.50,         0
0000000001,00:00:01,0000001452,   88.60,         0
0000000001,00:00:01,0000001452,   88.70,         0
0000000001,00:00:01,0000001452,   88.80,         0
0000000001,00:00:01,0000001452,   88.90,         0
0000000001,00:00:01,0000001452,   89.00,         0
0000000001,00:00:01,0000001452,   89.10,         0
0000000001,00:00:01,0000001452,   89.20,         0
0000000001,00:00:01,0000001452,   89.30,         0
0000000001,00:00:01,0000001452,   89.40,         0
0000000001,00:00:01,0000001452,   89.50,         0
0000000001,00:00:01,0000001452,   89.60,         0
0000000001,00:00:01,0000001452,   89.70,         0
0000000001,00:00:01,0000001452,   89.80,         0
0000000001,00:00:01,0000001452,   89.90,         0
0000000001,00:00:01,0000001452,   90.00,         0
0000000001,00:00:01,0000001452,   90.10,         0
0000000001,00:00:01,0000001452,   90.20,         0
0000000001,00:00:01,0000001452,   90.30,         0
0000000001,00:00:01,0000001452,   90.40,         0
0000000001,00:00:01,0000001452,   90.50,         0
0000000001,00:00:01,0000001452,   90.60,         0
0000000001,00:00:01,0000001452,   90.70,         0
0000000001,00:00:01,0000001452,   90.80,         0
0000000001,00:00:01,0000001452,   90.90,         0
0000000001,00:00:01,0000001452,   91.00,         0
0000000001,00:00:01,0000001452,   91.10,         0
0000000001,00:00:01,0000001452,   91.20,         0
0000000001,00:00:01,0000001452,   91.30,         0
0000000001,00:00:01,0000001452,   91.40,         0
0000000001,00:00:01,0000001452,   91.50,         0
0000000001,00:00:01,0000001452,   91.60,         0
0000000001,00:00:01,0000001452,   91.70,         0
0000000001,00:00:01,0000001452,   91.80,         0
0000000001,00:00:01,0000001452,   91.90,         0
0000000001,00:00:01,0000001452,   92.00,         0
0000000001,00:00:01,0000001452,   92.10,         0
0000000001,00:00:01,0000001452,   92.20,         0
0000000001,00:00:01,0000001452,   92.30,         0
0000000001,00:00:01,0000001452,   92.40,         0
0000000001,00:00:01,0000001452,   92.50,         0
0000000001,00:00:01,0000001452,   92.60,         0
0000000001,00:00:01,0000001452,   92.70,         0
0000000001,00:00:01,0000001452,   92.80,         0
0000000001,00:00:01,0000001452,   92.90,         0
0000000001,00:00:01,0000001452,   93.00,         0
0000000001,00:00:01,0000001452,   93.10,         0
0000000001,00:00:01,0000001452,   93.20,         0
0000000001,00:00:01,0000001452,   93.30,         0
0000000001,00:00:01,0000001452,   93.40,         0
0000000001,00:00:01,0000001452,   93.50,         0
0000000001,00:00:01,0000001452,   93.60,         0
0000000001,00:00:01,0000001452,   93.70,         0
0000000001,00:00:01,0000001452,   93.80,         0
0000000001,00:00:01,0000001452,   93.90,         0
0000000001,00:00:01,0000001452,   94.00,         0
0000000001,00:00:01,0000001452,   94.10,         0
0000000001,00:00:01,0000001452,   94.20,         0
0000000001,00:00:01,0000001452,   94.30,         0
0000000001,00:00:01,0000001452,   94.40,         0
0000000001,00:00:01,0000001452,   94.50,         0
0000000001,00:00:01,0000001452,   94.60,         0
0000000001,00:00:01,0000001452,   94.70,         0
0000000001,00:00:01,0000001452,   94.80,         0
0000000001,00:00:01,0000001452,   94.90,         0
0000000001,00:00:01,0000001452,   95.00,         0
0000000001,00:00:01,0000001452,   95.10,         0
0000000001,00:00:01,0000001452,   95.20,         0
0000000001,00:00:01,0000001452,   95.30,         0
0000000001,00:00:01,0000001452,   95.40,         0
0000000001,00:00:01,0000001452,   95.50,         0
0000000001,00:00:01,0000001452,   95.60,         0
0000000001,00:00:01,0000001452,   95.70,         0
0000000001,00:00:01,0000001452,   95.80,         0
0000000001,00:00:01,0000001452,   95.90,         0
0000000001,00:00:01,0000001452,   96.00,         0
0000000001,00:00:01,0000001452,   96.10,         0
0000000001,00:00:01,0000001452,   96.20,         0
0000000001,00:00:01,0000001452,   96.30,         0
0000000001,00:00:01,0000001452,   96.40,         0
0000000001,00:00:01,0000001452,   96.50,         0
0000000001,00:00:01,0000001452,   96.60,         0
0000000001,00:00:01,0000001452,   96.70,         0
0000000001,00:00:01,0000001452,   96.80,         0
0000000001,00:00:01,0000001452,   96.90,         0
0000000001,00:00:01,0000001452,   97.00,         0
0000000001,00:00:01,0000001452,   97.10,         0
0000000001,00:00:01,0000001452,   97.20,         0
0000000001,00:00:01,0000001452,   97.30,         0
0000000001,00:00:01,0000001452,   97.40,         0
0000000001,00:00:01,0000001452,   97.50,         0
0000000001,00:00:01,0000001452,   97.60,         0
0000000001,00:00:01,0000001452,   97.70,         0
0000000001,00:00:01,0000001452,   97.80,         0
0000000001,00:00:01,0000001452,   97.90,         0
0000000001,00:00:01,0000001452,   98.00,         0
0000000001,00:00:01,0000001452,   98.10,         0
0000000001,00:00:01,0000001452,   98.20,         0
0000000001,00:00:01,0000001452,   98.30,         0
0000000001,00:00:01,0000001452,   98.40,         0
0000000001,00:00:01,0000001452,   98.50,         0
0000000001,00:00:01,0000001452,   98.60,         0
0000000001,00:00:01,0000001452,   98.70,         0
0000000001,00:00:01,0000001452,   98.80,         0
0000000001,00:00:01,0000001452,   98.90,         0
0000000001,00:00:01,0000001452,   99.00,         0
0000000001,00:00:01,0000001452,   99.10,         0
0000000001,00:00:01,0000001452,   99.20,         0
0000000001,00:00:01,0000001452,   99.30,         0
0000000001,00:00:01,0000001452,   99.40,         0
0000000001,00:00:01,0000001452,   99.50,         0
0000000001,00:00:01,0000001452,   99.60,         0
0000000001,00:00:01,0000001452,   99.70,         0
0000000001,00:00:01,0000001452,   99.80,         0
0000000001,00:00:01,0000001452,   99.90,         0
0000000001,00:00:01,0000001452,  100.00,         0
